no	label	annotate	sentence
c_13	1		the book of poems from Blackwell with a red cover by Robert Burns takes a very long time to read.
ad03	1		Medea was happy, because she had got the highest marks
l-93	1		The exterminator killed the insects with DDT.
l-93	1		Jewels sparkled on the crown.
r-67	1		For Anna to tickle him drives Frank crazy.
ks08	1		None of these men wants to be president.
b_73	1		John is the kind of the fool that I told you about.
ad03	0	*	Bill not destroyed the world.
ks08	0	*	A good friend is remained to me.
ks08	0	*	No student, who scored 80 or more in the exam, was ever failed.
bc01	0	*	The kids were failed by Max as a father.
bc01	0	*	While Rusty might leave in order to please Mag, he won't his father.
l-93	1		A striped fish swam in the aquarium.
d_98	0	*	Any woman contributed to the fund.
bc01	1		John resembles Bill.
r-67	1		Whom did Mary see walking toward the railroad station?
ks08	0	*	Tagalog is speak in the Philippines.
l-93	1		Cynthia nibbled at the carrot .
ks08	1		Who will they recommend?
sks13	1		My niece could write me letters more faithfully.
sks13	1		the cat seems to be out of the bag.
b_82	1		To please John would be difficult.
ad03	0	*	The Greeks arrived all.
c_13	0	*	Heidi investigated John to eat the cauliflower.
gj04	1		Bill bled on the floor.
ks08	0	*	They read the under book.
sks13	1		the rice was cooked by Bill.
l-93	0	*	The cat touched.
d_98	0	*	Every woman standing under that tree, whoever she may be, is Mary's friend.
sks13	0	*	Mary won't have been eating cake, but John.
c_13	1		The arrow hit Ben.
bc01	0	*	It's probable in general that he understands what's going on.
ks08	1		The man eager to start the meeting is John's sister.
c_13	1		They are dancing.
gj04	1		Bill coughed his way out of the restaurant.
ks08	1		He treats John very kindly.
bc01	0	*	Mary considered his to have loved her.
c_13	1		John said Martha sang the aria with gusto.
r-67	1		Who ate what?
sks13	1		Elmer finished the cake and John did too, finish the cake.
bc01	1		The gardener watered the tulips flat.
b_73	1		John is the kind of fool that I told you about.
r-67	1		I took it for granted that she was lying.
r-67	1		Maxwell is the man who won the Nobel Prize for astrology.
ks08	1		He had hardly collected the papers on his desk, had he?
sks13	1		Whom did Bill leave.
r-67	0	*	I didn't eat any ice cream and any cake.
c_13	1		I bought Manuel some flowers.
sks13	1		Susan wanted to sleep.
ks08	1		Tom keeps asking Karen's sister to buy the car.
r-67	1		I want to peruse that contract before damaging it while filing it away.
ks08	1		There exist few solutions which are cost-effective.
r-67	1		Sam progressed.
b_73	0	*	As much of a man is here.
sgww85	1		Two days ago, we went out to dinner, and this afternoon, to the movies.
c_13	1		Calvin was eating.
l-93	1		The clown wobbled down the hall.
gj04	1		They made him into a monster.
b_82	1		Will Sally, after John comes home, take a shower?
r-67	1		How he is brave!
l-93	1		The boy pushed his way through the crowd.
bc01	1		John has often kissed Mary.
ks08	1		The captain ordered the troops to proceed.
c_13	1		John seems to have left.
bc01	0	*	What the stone did to the wall was hit it.
ad03	1		Raffi slept well, and Gillian will too
r-67	0	*	I'm going to write to the Game Warden if more than one deer my neighbor brings back.
kl93	1		I didn't help him because I have any sympathy for urban guerillas.
l-93	0	*	Cynthia gobbled at the pizza .
l-93	0	*	Paul yawned at Mary.
c_13	1		The muffins might have been being eaten.
ks08	0	*	the my dog is a terrier.
ks08	1		Are you going on holiday before or after Easter? I prefer after Easter.
c_13	0	*	Jennie smiled the microwave.
ks08	1		John is tough to please.
ks08	0	*	Two miles are as far as they can walk.
ks08	1		John may drink water, and Bill drink beer.
b_73	1		Many are called; few are chosen.
cj99	0	*	The later it gets, the more people everyone who likes pays attention to.
r-67	1		I made it easy to get along with John.
g_81	0	*	Who did you wonder if came?
cj99	1		The more people that you give beer to, the more people get sick.
sks13	1		That is a bird.
ad03	1		Anson became happy
bc01	1		His book is nice.
ad03	1		We wanted to eat cake
sks13	1		My niece could more faithfully write me letters.
m_02	1		Jane played the piano.
ad03	1		That Plato loved Aster seemed to be known by everyone.
l-93	0	*	We investigated bombs in the area.
sks13	1		I see stars.
sgww85	1		She's gone and ruined her dress now.
bc01	1		They seemed all to like John.
ks08	1		John is eager to find a new home.
l-93	1		Brenda agreed with Molly.
bc01	0	*	Dry the baby with the cloth torn.
sks13	0	*	It is readable of the paper.
ks08	1		Price quotes on selected categories will be sent out upon request.
ks08	1		Scientists found that the birds sang well in the evenings, but performed badly in the mornings.
bc01	1		We would prefer John to be the candidate.
ad03	1		Has the potion not worked?
ks08	1		John wants it to be clear to Ben that the city plans to honor him.
sks13	1		John seems to sleep all day.
l-93	0	*	The ball tossed.
m_02	1		Catriona opened the door with this key.
ks08	1		The car will be driven.
c_13	1		The hat of the man standing over there impressed me greatly.
l-93	1		Amanda carried the package.
cj99	1		I know how much you ate.
ks08	1		Which piano is this sonata easy to play on?
sgww85	1		Pat became a republican and quite conservative.
ks08	0	*	A medal was been given to the mayor by the sewer commissioner.
bc01	1		Lilly decided that eating cabbage, she should be.
m_02	1		Very heavy, this parcel!
l-93	1		The thief stole the painting for Mr. Smith.
ks08	0	*	I think that learning English to be not all that easy.
gj04	1		Bill pushed Harry along the trail.
c_13	0	*	John said Heidi to eat the broccoli.
l-93	0	*	The horse broke Penny in the shin.
ad03	0	*	What Jason asked whether was the potion was ready
ks08	1		The situation became terrible.
ks08	1		Mary knows that John was elected.
sks13	1		Mary cuts the paper easily.
m_02	1		Only to Glasgow would he go by train.
c_13	1		The student loved his phonology readings.
l-93	0	*	The thief stole Mr. Smith the painting.
bc01	1		While Truman didn't visit me, he did you.
ad03	0	*	What Medea believed was Jason to be a murderer.
l-93	1		There darted into the room a little boy.
ks08	0	*	Tom denied which book he had been reading.
g_81	1		To which city and to which conference did Bill go?
ks08	1		The man holding the bottle disappeared.
ks08	1		Sandy will read your reports, but Harold will not.
bc01	0	*	Mickey teamed with the women up.
cj99	1		The more you eat, the less you want.
ad03	0	*	The hospital was donated the book to.
l-93	1		The eggs and the cream mixed.
l-93	1		A dog lay in the corner.
m_02	1		The cottage which Mrs Dashwood accepted was very small.
l-93	1		I pushed the table.
gj04	0	*	Harry coughed himself.
ad03	1		Poseidon appears to own a dragon
ks08	1		The lake is not to be camped beside by anybody.
ks08	0	*	Every essay she's written and which I've read is on that pile.
ad03	0	*	He analysis her was flawed
bc01	1		John sells books, Mary buys records and Bill V newspapers.
l-93	1		The horse jumped across the stream.
ks08	0	*	The recent strike by pilots have cost the country a great deal of money from tourism and so on.
bc01	1		Who do you think that Bill believes to be innocent?
ks08	1		John resembles his mother.
c_13	1		Briana showed Justin himself.
c_13	1		Has Bill eaten his tuna?
b_73	0	*	Sally is such a fool as people think.
g_81	1		A woman hit a girl who was pregnant.
kl93	1		A professional dancer would be able to do it.
l-93	0	*	I detached the handle and the box apart.
r-67	1		They are investigating all people owning parakeets.
r-67	1		I know a boy mad at John.
c_13	1		Heidi said that pictures of herself were embarrassing.
c_13	0	*	The sing loved peanut butter cookies.
sks13	0	*	I liked.
m_02	1		The computer is playing six simultaneous games of three dimensional chess.
g_81	0	*	To which city and which conference did Bill go to?
l-93	0	*	Carla poured the pitcher with lemonade.
sgww85	1		Either you or I will incriminate ourselves.
ks08	1		Tom offered advice to his students in his office.
r-67	0	*	It is this hat that that he was wearing is certain.
l-93	0	*	Paul exhaled at Mary.
bc01	1		A lot of this material can be presented in a fairly informal and accessible fashion, and often I do.
bc01	0	*	the bottle drained the liquid free.
sgww85	1		Either Dana or Lee are going to lead the parade.
ks08	1		The fact that the scientists used the latest technology to verify was reported at the recent conference.
ks08	0	*	Mary got heard to insult her parents.
cj99	1		It is not entirely clear if the more you eat, the less you want.
sks13	1		John heard their criticism of each other.
l-93	1		That the clown had a red nose amused the children.
m_02	1		It was roses that the gardener planted in the garden.
r-67	0	*	Tom told anybody that he wasn't sick.
bc01	0	*	Clearly, John perfectly will immediately learn French probably.
ks08	0	*	That the march should go ahead and that it should be cancelled has been argued by different people at different times.
ad03	1		Sam gave the cloak to Lee and gave the magic chalice to Matthew.
ad03	1		Jason persuaded Medea to be treated by the doctor
ad03	1		Bill reading Shakespeare satisfied me
g_81	1		I wonder who Mary likes and hopes will win.
bc01	1		Sally might have eaten cabbage, but Holly shouldn't.
ks08	1		Most of John's boat has been repainted.
l-93	0	*	We spotted them run.
m_02	1		All the Beatles came to Merle Park.
c_13	1		A burlap sack of potatoes with mealy skins fell on the professor of linguistics with the terrible taste in T-shirts from the twelfth story.
sks13	1		I doubt that Mary reads mysteries.
rhl07	1		Smith envied Jones his good fortune.
c_13	1		He blew out the candle.
l-93	1		The inspector analyzed the building for its soundness.
r-67	1		Bill alleged that Roger had eaten the cake.
b_73	1		That's an obviously better solution.
bc01	1		The dog that the rat bit chased the cat.
ks08	0	*	The problem disappeared the accusation.
c_13	1		John is easy to please.
ks08	1		Jack is the person with whom Jenny fell in love.
d_98	1		John talked to a woman who came up to him.
rhl07	0	*	Sam gave the ball off the shelf.
b_82	0	*	John is believed to be certain by everyone that Fred is crazy.
c_13	1		She swatted him.
l-93	1		Martha carved the piece of wood into a toy.
m_02	1		Tess was knocking at the door.
l-93	1		Ida hunted deer in the woods.
r-67	1		Bob proved this set is recursive.
l-93	1		Over the fort there fluttered a large flag.
r-67	1		Dick's claim that semantics is generative is preposterous.
ad03	1		Merlin is a dangerous sorcerer.
b_82	1		Those people, after the party, will not come home.
ks08	0	*	The king kept put his gold under the bathtub.
c_13	1		Susan ate yesterday at the restaurant.
ks08	1		The motor that Martha thinks that Joe replaced costs thirty dollars.
bc01	1		The stone knocked the cup apart.
ad03	1		I asked Anson if he was happy
c_13	0	*	Fabio asked had if Claus run a marathon.
ks08	1		Mary was solving the problem.
r-67	1		Bill left when it is certain that no one else was awake.
b_73	0	*	She has enough a problem as it is.
ad03	1		Agamemnon expected Esther to seem to be happy.
ks08	1		There arrived a tall, red haired and incredibly well dressed man.
ks08	1		Paying taxes can't be avoided.
sks13	0	*	They heard John's criticism of themselves.
c_13	1		I think that John likes his beer.
ad03	1		They kicked themselves
sgww85	1		Either we Americans or I myself will get ourselves in trouble.
c_13	1		Dan walked to New Mexico in the rain last year.
ks08	1		The birds are singing because the weather is lovely today.
c_13	1		The cost of bagels that are imported from Iceland surprised the teacher who Mike hired last week.
ks08	1		The monkeys seem eager to leave the meeting.
ad03	0	*	Lucy's Gomez's wallet
ad03	1		Nathan received the cloak from Benjamin
m_02	1		Jim was happily chopping logs.
ks08	1		the people happy with the proposal left.
ks08	0	*	The students looked the high stairs up from the floor.
b_73	1		He gave me many marbles.
l-93	1		Paint sprayed on the wall.
bc01	1		Which report that John revised did he submit?
c_13	1		The collection of syntax articles with the red cover bores students of syntax in Tucson.
